url,price_in_rp,title,address,district,city,lat,long,facilities,property_type,ads_id,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,certificate,electricity,maid_bedrooms,maid_bathrooms,floors,building_age,year_built,property_condition,building_orientation,garages,furnishing,skor_kelayakan
https://www.rumah123.com/properti/bogor/hos10969304/#qid~72c0d0fa-15ed-44a4-9e30-a48cde4955c3,470000000.0,"Rumah Siap Huni Lebih Minimalis Dan Lebih Modern, Dp 10 Juta Langsung Akad","Parung Panjang, Bogor",Parung Panjang, Bogor,-6.3731789,106.55458," AC, Taman,  Masjid, Jalur Telepon,  Keamanan",rumah,hos10969304,2.0,1.0,147.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,baru,,1.0,unfurnished,50.000000000000014
https://www.rumah123.com/properti/bogor/hos10969303/#qid~72c0d0fa-15ed-44a4-9e30-a48cde4955c3,470000000.0,Ready Stock Cluster Minimalis Selangkah Ke Pusat Kota Bogor Dp 10 Jt All In,"Parung Panjang, Bogor",Parung Panjang, Bogor,-6.3731789,106.55458," Jalur Telepon,  AC, Masjid, Taman,  Keamanan",rumah,hos10969303,2.0,1.0,147.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,baru,,1.0,unfurnished,50.000000000000014
https://www.rumah123.com/properti/tangerang/hos10597288/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,630000000.0,Rumah Siap Kpr di Graha Raflesia Cikupa Bebas Banjir Harga All In Nego,"Cikupa, Tangerang",Cikupa, Tangerang,-6.217129,106.5131048,"Keamanan, Taman",rumah,hos10597288,2.0,2.0,72.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,bagus,,1.0,unfurnished,50.000000000000014
https://www.rumah123.com/properti/bogor/hos10966845/#qid~4e914a46-aed0-47a8-8d6f-50d86614a720,400000000.0,Rumah Modern Murah 1 Lantai Siap Huni Dp 5jt,"Parung Panjang, Bogor",Parung Panjang, Bogor,-6.3731789,106.55458," Jalur Telepon,  Jogging Track,  AC, Masjid, Kolam Renang,  Taman,  CCTV,  Keamanan",rumah,hos10966845,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,tenggara,0.0,unfurnished,50.000000000000014
https://www.rumah123.com/properti/tangerang/hos10612724/#qid~844e8917-3043-4da9-8cd5-4d6a7c0281f3,630000000.0,Rumah Cluster Graha Raflesia Di Cikupa Bebas Banjir Dekat Curug Harga All In Kpr,"Cikupa, Tangerang",Cikupa, Tangerang,-6.217129,106.5131048,"Keamanan, Taman",rumah,hos10612724,2.0,2.0,72.0,40.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,bagus,,1.0,unfurnished,50.000000000000014
